param1,param2,val1,val2,equilibrium_probability,mean_final_population
scale,imitation_period,0.5,1.0,0.3333333333333333,13.616666666666667
scale,imitation_period,0.5,3.0,0.3333333333333333,12.606666666666667
scale,imitation_period,0.5,5.0,0.0,14.116666666666667
scale,imitation_period,0.5,7.0,0.0,13.74
scale,imitation_period,0.5,9.0,0.0,15.333333333333334
scale,imitation_period,0.5,11.0,0.6666666666666666,14.656666666666666
scale,imitation_period,0.5,13.0,0.3333333333333333,15.62
scale,imitation_period,0.5,15.0,0.0,14.456666666666669
scale,imitation_period,1.0,1.0,0.3333333333333333,16.213333333333335
scale,imitation_period,1.0,3.0,0.0,14.746666666666664
scale,imitation_period,1.0,5.0,0.0,13.729999999999999
scale,imitation_period,1.0,7.0,0.0,13.673333333333334
scale,imitation_period,1.0,9.0,0.0,13.353333333333333
scale,imitation_period,1.0,11.0,0.0,14.133333333333335
scale,imitation_period,1.0,13.0,0.0,13.463333333333333
scale,imitation_period,1.0,15.0,0.3333333333333333,15.503333333333336
scale,imitation_period,1.5,1.0,0.0,12.646666666666668
scale,imitation_period,1.5,3.0,0.0,14.99
scale,imitation_period,1.5,5.0,0.0,13.443333333333333
scale,imitation_period,1.5,7.0,0.0,15.526666666666666
scale,imitation_period,1.5,9.0,0.0,13.903333333333334
scale,imitation_period,1.5,11.0,0.3333333333333333,15.106666666666667
scale,imitation_period,1.5,13.0,0.3333333333333333,14.856666666666667
scale,imitation_period,1.5,15.0,0.0,14.993333333333332
scale,imitation_period,2.0,1.0,0.3333333333333333,16.013333333333332
scale,imitation_period,2.0,3.0,0.0,14.573333333333332
scale,imitation_period,2.0,5.0,0.0,13.839999999999998
scale,imitation_period,2.0,7.0,0.3333333333333333,15.24
scale,imitation_period,2.0,9.0,0.3333333333333333,14.706666666666669
scale,imitation_period,2.0,11.0,0.3333333333333333,14.523333333333333
scale,imitation_period,2.0,13.0,0.3333333333333333,15.329999999999998
scale,imitation_period,2.0,15.0,0.0,14.026666666666666
scale,imitation_period,2.5,1.0,0.0,15.01
scale,imitation_period,2.5,3.0,0.0,15.409999999999998
scale,imitation_period,2.5,5.0,0.0,13.883333333333333
scale,imitation_period,2.5,7.0,0.3333333333333333,13.963333333333333
scale,imitation_period,2.5,9.0,0.0,14.030000000000001
scale,imitation_period,2.5,11.0,0.0,14.79
scale,imitation_period,2.5,13.0,0.0,14.066666666666668
scale,imitation_period,2.5,15.0,0.3333333333333333,14.393333333333333
scale,imitation_period,3.0,1.0,0.3333333333333333,12.38
scale,imitation_period,3.0,3.0,0.3333333333333333,14.496666666666668
scale,imitation_period,3.0,5.0,0.3333333333333333,13.446666666666667
scale,imitation_period,3.0,7.0,0.3333333333333333,15.163333333333334
scale,imitation_period,3.0,9.0,0.3333333333333333,14.263333333333335
scale,imitation_period,3.0,11.0,0.0,13.996666666666668
scale,imitation_period,3.0,13.0,0.0,13.883333333333335
scale,imitation_period,3.0,15.0,0.0,14.666666666666666
scale,imitation_period,3.5,1.0,0.3333333333333333,15.103333333333333
scale,imitation_period,3.5,3.0,0.0,13.770000000000001
scale,imitation_period,3.5,5.0,0.0,15.839999999999998
scale,imitation_period,3.5,7.0,0.0,13.893333333333333
scale,imitation_period,3.5,9.0,0.0,13.766666666666666
scale,imitation_period,3.5,11.0,0.3333333333333333,14.89
scale,imitation_period,3.5,13.0,0.3333333333333333,14.44
scale,imitation_period,3.5,15.0,0.0,14.85
scale,imitation_period,4.0,1.0,0.3333333333333333,13.873333333333333
scale,imitation_period,4.0,3.0,0.0,14.25
scale,imitation_period,4.0,5.0,0.0,15.136666666666668
scale,imitation_period,4.0,7.0,0.0,13.776666666666666
scale,imitation_period,4.0,9.0,0.0,13.346666666666666
scale,imitation_period,4.0,11.0,0.3333333333333333,16.209999999999997
scale,imitation_period,4.0,13.0,0.3333333333333333,14.13
scale,imitation_period,4.0,15.0,0.0,13.773333333333333
scale,cooperation_increase,0.5,0.05,0.0,16.320000000000004
scale,cooperation_increase,0.5,0.1142857142857143,0.3333333333333333,14.736666666666666
scale,cooperation_increase,0.5,0.1785714285714286,0.0,14.743333333333334
scale,cooperation_increase,0.5,0.24285714285714288,0.0,14.043333333333331
scale,cooperation_increase,0.5,0.30714285714285716,0.0,14.403333333333334
scale,cooperation_increase,0.5,0.37142857142857144,0.0,14.280000000000001
scale,cooperation_increase,0.5,0.4357142857142858,0.3333333333333333,14.926666666666668
scale,cooperation_increase,0.5,0.5,0.0,15.826666666666668
scale,cooperation_increase,1.0,0.05,0.3333333333333333,14.523333333333333
scale,cooperation_increase,1.0,0.1142857142857143,0.0,14.530000000000001
scale,cooperation_increase,1.0,0.1785714285714286,0.0,13.516666666666667
scale,cooperation_increase,1.0,0.24285714285714288,0.0,14.433333333333332
scale,cooperation_increase,1.0,0.30714285714285716,0.3333333333333333,14.956666666666669
scale,cooperation_increase,1.0,0.37142857142857144,0.0,15.343333333333334
scale,cooperation_increase,1.0,0.4357142857142858,0.0,16.153333333333332
scale,cooperation_increase,1.0,0.5,0.3333333333333333,14.626666666666665
scale,cooperation_increase,1.5,0.05,0.0,14.87
scale,cooperation_increase,1.5,0.1142857142857143,0.3333333333333333,15.22
scale,cooperation_increase,1.5,0.1785714285714286,0.0,14.303333333333333
scale,cooperation_increase,1.5,0.24285714285714288,0.0,16.44333333333333
scale,cooperation_increase,1.5,0.30714285714285716,0.0,14.246666666666668
scale,cooperation_increase,1.5,0.37142857142857144,0.0,14.306666666666667
scale,cooperation_increase,1.5,0.4357142857142858,0.3333333333333333,13.056666666666667
scale,cooperation_increase,1.5,0.5,0.0,15.923333333333332
scale,cooperation_increase,2.0,0.05,0.0,14.463333333333333
scale,cooperation_increase,2.0,0.1142857142857143,0.0,13.856666666666667
scale,cooperation_increase,2.0,0.1785714285714286,0.0,13.523333333333333
scale,cooperation_increase,2.0,0.24285714285714288,0.0,15.293333333333331
scale,cooperation_increase,2.0,0.30714285714285716,0.3333333333333333,15.85
scale,cooperation_increase,2.0,0.37142857142857144,0.0,15.523333333333333
scale,cooperation_increase,2.0,0.4357142857142858,0.0,13.4
scale,cooperation_increase,2.0,0.5,0.3333333333333333,14.396666666666667
scale,cooperation_increase,2.5,0.05,0.0,14.753333333333332
scale,cooperation_increase,2.5,0.1142857142857143,0.3333333333333333,15.049999999999999
scale,cooperation_increase,2.5,0.1785714285714286,0.3333333333333333,13.673333333333332
scale,cooperation_increase,2.5,0.24285714285714288,0.0,15.180000000000001
scale,cooperation_increase,2.5,0.30714285714285716,1.0,13.716666666666667
scale,cooperation_increase,2.5,0.37142857142857144,0.0,14.953333333333333
scale,cooperation_increase,2.5,0.4357142857142858,0.3333333333333333,14.136666666666665
scale,cooperation_increase,2.5,0.5,0.3333333333333333,13.796666666666667
scale,cooperation_increase,3.0,0.05,0.3333333333333333,14.056666666666667
scale,cooperation_increase,3.0,0.1142857142857143,0.0,15.883333333333333
scale,cooperation_increase,3.0,0.1785714285714286,0.0,13.893333333333333
scale,cooperation_increase,3.0,0.24285714285714288,0.0,12.62
scale,cooperation_increase,3.0,0.30714285714285716,0.3333333333333333,14.44
scale,cooperation_increase,3.0,0.37142857142857144,0.3333333333333333,13.496666666666668
scale,cooperation_increase,3.0,0.4357142857142858,0.3333333333333333,14.030000000000001
scale,cooperation_increase,3.0,0.5,0.0,12.816666666666668
scale,cooperation_increase,3.5,0.05,0.6666666666666666,14.923333333333332
scale,cooperation_increase,3.5,0.1142857142857143,0.0,14.910000000000002
scale,cooperation_increase,3.5,0.1785714285714286,0.0,13.976666666666667
scale,cooperation_increase,3.5,0.24285714285714288,0.0,14.573333333333332
scale,cooperation_increase,3.5,0.30714285714285716,0.0,14.430000000000001
scale,cooperation_increase,3.5,0.37142857142857144,0.0,13.963333333333333
scale,cooperation_increase,3.5,0.4357142857142858,0.0,13.996666666666664
scale,cooperation_increase,3.5,0.5,0.6666666666666666,13.883333333333333
scale,cooperation_increase,4.0,0.05,0.0,14.949999999999998
scale,cooperation_increase,4.0,0.1142857142857143,0.3333333333333333,14.959999999999999
scale,cooperation_increase,4.0,0.1785714285714286,0.3333333333333333,14.706666666666665
scale,cooperation_increase,4.0,0.24285714285714288,0.0,12.396666666666667
scale,cooperation_increase,4.0,0.30714285714285716,0.0,14.216666666666667
scale,cooperation_increase,4.0,0.37142857142857144,0.0,14.146666666666667
scale,cooperation_increase,4.0,0.4357142857142858,0.3333333333333333,16.263333333333332
scale,cooperation_increase,4.0,0.5,0.0,16.253333333333334
scale,q,0.5,0.2,0.0,15.903333333333334
scale,q,0.5,0.3142857142857143,0.3333333333333333,16.75
scale,q,0.5,0.4285714285714286,0.0,13.756666666666666
scale,q,0.5,0.5428571428571429,0.3333333333333333,14.899999999999999
scale,q,0.5,0.6571428571428573,0.3333333333333333,14.343333333333334
scale,q,0.5,0.7714285714285716,0.3333333333333333,15.479999999999999
scale,q,0.5,0.8857142857142857,0.3333333333333333,13.376666666666665
scale,q,0.5,1.0,0.3333333333333333,15.623333333333335
scale,q,1.0,0.2,0.0,14.983333333333334
scale,q,1.0,0.3142857142857143,0.3333333333333333,15.219999999999999
scale,q,1.0,0.4285714285714286,0.0,14.416666666666666
scale,q,1.0,0.5428571428571429,0.0,14.700000000000001
scale,q,1.0,0.6571428571428573,0.0,13.946666666666665
scale,q,1.0,0.7714285714285716,0.0,12.923333333333332
scale,q,1.0,0.8857142857142857,0.3333333333333333,15.87
scale,q,1.0,1.0,0.0,13.663333333333334
scale,q,1.5,0.2,0.0,15.086666666666668
scale,q,1.5,0.3142857142857143,0.0,14.623333333333333
scale,q,1.5,0.4285714285714286,0.6666666666666666,14.806666666666667
scale,q,1.5,0.5428571428571429,0.0,15.436666666666667
scale,q,1.5,0.6571428571428573,0.0,12.976666666666667
scale,q,1.5,0.7714285714285716,0.0,14.073333333333332
scale,q,1.5,0.8857142857142857,0.0,14.833333333333334
scale,q,1.5,1.0,0.3333333333333333,13.023333333333333
scale,q,2.0,0.2,0.0,14.86
scale,q,2.0,0.3142857142857143,0.0,13.783333333333331
scale,q,2.0,0.4285714285714286,0.0,14.203333333333333
scale,q,2.0,0.5428571428571429,0.0,15.59666666666667
scale,q,2.0,0.6571428571428573,0.0,14.213333333333333
scale,q,2.0,0.7714285714285716,0.3333333333333333,14.746666666666668
scale,q,2.0,0.8857142857142857,0.0,15.776666666666666
scale,q,2.0,1.0,0.3333333333333333,14.366666666666665
scale,q,2.5,0.2,0.0,15.089999999999998
scale,q,2.5,0.3142857142857143,0.0,14.046666666666667
scale,q,2.5,0.4285714285714286,0.3333333333333333,12.200000000000001
scale,q,2.5,0.5428571428571429,0.3333333333333333,15.363333333333335
scale,q,2.5,0.6571428571428573,0.3333333333333333,13.906666666666666
scale,q,2.5,0.7714285714285716,0.0,13.143333333333336
scale,q,2.5,0.8857142857142857,0.0,14.420000000000002
scale,q,2.5,1.0,0.3333333333333333,14.853333333333333
scale,q,3.0,0.2,0.0,14.513333333333334
scale,q,3.0,0.3142857142857143,0.0,13.826666666666668
scale,q,3.0,0.4285714285714286,0.3333333333333333,14.273333333333333
scale,q,3.0,0.5428571428571429,0.0,13.053333333333333
scale,q,3.0,0.6571428571428573,0.3333333333333333,14.463333333333333
scale,q,3.0,0.7714285714285716,0.3333333333333333,14.186666666666667
scale,q,3.0,0.8857142857142857,0.0,15.069999999999999
scale,q,3.0,1.0,0.6666666666666666,13.883333333333333
scale,q,3.5,0.2,0.0,13.976666666666667
scale,q,3.5,0.3142857142857143,0.0,15.733333333333334
scale,q,3.5,0.4285714285714286,0.0,13.803333333333333
scale,q,3.5,0.5428571428571429,0.3333333333333333,14.966666666666667
scale,q,3.5,0.6571428571428573,0.3333333333333333,14.030000000000001
scale,q,3.5,0.7714285714285716,0.3333333333333333,14.99
scale,q,3.5,0.8857142857142857,0.0,15.75
scale,q,3.5,1.0,0.0,14.07
scale,q,4.0,0.2,0.3333333333333333,14.75
scale,q,4.0,0.3142857142857143,0.0,15.023333333333333
scale,q,4.0,0.4285714285714286,0.0,15.550000000000002
scale,q,4.0,0.5428571428571429,0.0,15.14
scale,q,4.0,0.6571428571428573,0.0,13.46
scale,q,4.0,0.7714285714285716,0.0,12.986666666666666
scale,q,4.0,0.8857142857142857,0.0,14.566666666666668
scale,q,4.0,1.0,0.0,14.306666666666667
scale,trust_decrease,0.5,0.05,0.0,14.660000000000002
scale,trust_decrease,0.5,0.1142857142857143,0.0,15.236666666666666
scale,trust_decrease,0.5,0.1785714285714286,0.3333333333333333,13.496666666666668
scale,trust_decrease,0.5,0.24285714285714288,0.6666666666666666,13.076666666666666
scale,trust_decrease,0.5,0.30714285714285716,0.0,14.25
scale,trust_decrease,0.5,0.37142857142857144,0.0,14.950000000000001
scale,trust_decrease,0.5,0.4357142857142858,0.0,15.326666666666668
scale,trust_decrease,0.5,0.5,0.0,15.0
scale,trust_decrease,1.0,0.05,0.6666666666666666,14.726666666666668
scale,trust_decrease,1.0,0.1142857142857143,0.0,16.10333333333333
scale,trust_decrease,1.0,0.1785714285714286,0.3333333333333333,13.466666666666667
scale,trust_decrease,1.0,0.24285714285714288,0.3333333333333333,16.146666666666665
scale,trust_decrease,1.0,0.30714285714285716,0.0,15.003333333333332
scale,trust_decrease,1.0,0.37142857142857144,0.3333333333333333,15.246666666666664
scale,trust_decrease,1.0,0.4357142857142858,0.0,14.63
scale,trust_decrease,1.0,0.5,0.0,16.27
scale,trust_decrease,1.5,0.05,0.0,14.653333333333334
scale,trust_decrease,1.5,0.1142857142857143,0.0,14.113333333333335
scale,trust_decrease,1.5,0.1785714285714286,0.0,14.303333333333335
scale,trust_decrease,1.5,0.24285714285714288,0.3333333333333333,14.51
scale,trust_decrease,1.5,0.30714285714285716,0.0,13.946666666666667
scale,trust_decrease,1.5,0.37142857142857144,0.3333333333333333,15.403333333333334
scale,trust_decrease,1.5,0.4357142857142858,0.0,13.536666666666667
scale,trust_decrease,1.5,0.5,0.3333333333333333,14.036666666666667
scale,trust_decrease,2.0,0.05,1.0,13.723333333333334
scale,trust_decrease,2.0,0.1142857142857143,0.0,13.46
scale,trust_decrease,2.0,0.1785714285714286,1.0,14.37
scale,trust_decrease,2.0,0.24285714285714288,0.0,13.886666666666668
scale,trust_decrease,2.0,0.30714285714285716,0.3333333333333333,14.363333333333335
scale,trust_decrease,2.0,0.37142857142857144,0.0,14.566666666666668
scale,trust_decrease,2.0,0.4357142857142858,0.0,14.243333333333334
scale,trust_decrease,2.0,0.5,0.0,13.959999999999999
scale,trust_decrease,2.5,0.05,0.3333333333333333,15.520000000000001
scale,trust_decrease,2.5,0.1142857142857143,0.3333333333333333,14.700000000000001
scale,trust_decrease,2.5,0.1785714285714286,0.0,14.353333333333333
scale,trust_decrease,2.5,0.24285714285714288,0.0,13.156666666666666
scale,trust_decrease,2.5,0.30714285714285716,0.0,14.670000000000002
scale,trust_decrease,2.5,0.37142857142857144,0.0,14.636666666666665
scale,trust_decrease,2.5,0.4357142857142858,0.0,13.683333333333332
scale,trust_decrease,2.5,0.5,0.0,14.116666666666667
scale,trust_decrease,3.0,0.05,0.3333333333333333,16.453333333333333
scale,trust_decrease,3.0,0.1142857142857143,0.0,14.273333333333333
scale,trust_decrease,3.0,0.1785714285714286,0.3333333333333333,13.88
scale,trust_decrease,3.0,0.24285714285714288,0.3333333333333333,15.840000000000002
scale,trust_decrease,3.0,0.30714285714285716,0.0,13.079999999999998
scale,trust_decrease,3.0,0.37142857142857144,0.0,13.686666666666667
scale,trust_decrease,3.0,0.4357142857142858,0.0,15.296666666666667
scale,trust_decrease,3.0,0.5,0.0,15.396666666666668
scale,trust_decrease,3.5,0.05,0.0,14.016666666666666
scale,trust_decrease,3.5,0.1142857142857143,0.0,15.636666666666668
scale,trust_decrease,3.5,0.1785714285714286,0.3333333333333333,15.206666666666665
scale,trust_decrease,3.5,0.24285714285714288,0.0,13.86
scale,trust_decrease,3.5,0.30714285714285716,0.0,13.086666666666668
scale,trust_decrease,3.5,0.37142857142857144,0.3333333333333333,12.799999999999999
scale,trust_decrease,3.5,0.4357142857142858,0.3333333333333333,12.979999999999999
scale,trust_decrease,3.5,0.5,0.0,14.270000000000001
scale,trust_decrease,4.0,0.05,0.3333333333333333,14.386666666666665
scale,trust_decrease,4.0,0.1142857142857143,0.6666666666666666,14.413333333333332
scale,trust_decrease,4.0,0.1785714285714286,0.3333333333333333,14.479999999999999
scale,trust_decrease,4.0,0.24285714285714288,0.0,13.036666666666667
scale,trust_decrease,4.0,0.30714285714285716,0.3333333333333333,15.553333333333333
scale,trust_decrease,4.0,0.37142857142857144,0.0,14.293333333333331
scale,trust_decrease,4.0,0.4357142857142858,0.3333333333333333,14.75
scale,trust_decrease,4.0,0.5,0.0,15.61
imitation_period,cooperation_increase,1.0,0.05,0.0,13.386666666666665
imitation_period,cooperation_increase,1.0,0.1142857142857143,0.0,15.51
imitation_period,cooperation_increase,1.0,0.1785714285714286,0.0,14.44
imitation_period,cooperation_increase,1.0,0.24285714285714288,0.3333333333333333,14.223333333333334
imitation_period,cooperation_increase,1.0,0.30714285714285716,0.3333333333333333,12.86
imitation_period,cooperation_increase,1.0,0.37142857142857144,0.3333333333333333,14.339999999999998
imitation_period,cooperation_increase,1.0,0.4357142857142858,0.0,14.32
imitation_period,cooperation_increase,1.0,0.5,0.3333333333333333,14.613333333333335
imitation_period,cooperation_increase,3.0,0.05,0.3333333333333333,14.193333333333333
imitation_period,cooperation_increase,3.0,0.1142857142857143,0.0,12.850000000000001
imitation_period,cooperation_increase,3.0,0.1785714285714286,0.0,14.25
imitation_period,cooperation_increase,3.0,0.24285714285714288,0.0,15.346666666666666
imitation_period,cooperation_increase,3.0,0.30714285714285716,0.3333333333333333,14.39
imitation_period,cooperation_increase,3.0,0.37142857142857144,0.3333333333333333,15.810000000000002
imitation_period,cooperation_increase,3.0,0.4357142857142858,0.0,13.15
imitation_period,cooperation_increase,3.0,0.5,0.0,14.910000000000002
imitation_period,cooperation_increase,5.0,0.05,0.0,14.053333333333333
imitation_period,cooperation_increase,5.0,0.1142857142857143,0.0,13.486666666666666
imitation_period,cooperation_increase,5.0,0.1785714285714286,0.0,13.963333333333333
imitation_period,cooperation_increase,5.0,0.24285714285714288,0.0,14.6
imitation_period,cooperation_increase,5.0,0.30714285714285716,0.0,15.079999999999998
imitation_period,cooperation_increase,5.0,0.37142857142857144,0.0,9.786666666666667
imitation_period,cooperation_increase,5.0,0.4357142857142858,0.3333333333333333,13.936666666666667
imitation_period,cooperation_increase,5.0,0.5,0.3333333333333333,14.950000000000001
imitation_period,cooperation_increase,7.0,0.05,0.0,13.646666666666667
imitation_period,cooperation_increase,7.0,0.1142857142857143,0.3333333333333333,14.263333333333335
imitation_period,cooperation_increase,7.0,0.1785714285714286,0.3333333333333333,14.733333333333333
imitation_period,cooperation_increase,7.0,0.24285714285714288,0.0,14.783333333333333
imitation_period,cooperation_increase,7.0,0.30714285714285716,0.6666666666666666,14.51
imitation_period,cooperation_increase,7.0,0.37142857142857144,0.0,12.796666666666667
imitation_period,cooperation_increase,7.0,0.4357142857142858,0.0,14.656666666666666
imitation_period,cooperation_increase,7.0,0.5,0.6666666666666666,14.26
imitation_period,cooperation_increase,9.0,0.05,0.6666666666666666,13.773333333333333
imitation_period,cooperation_increase,9.0,0.1142857142857143,0.0,13.44
imitation_period,cooperation_increase,9.0,0.1785714285714286,0.0,15.416666666666666
imitation_period,cooperation_increase,9.0,0.24285714285714288,0.0,13.453333333333333
imitation_period,cooperation_increase,9.0,0.30714285714285716,0.0,15.116666666666667
imitation_period,cooperation_increase,9.0,0.37142857142857144,0.0,13.346666666666666
imitation_period,cooperation_increase,9.0,0.4357142857142858,0.0,14.979999999999999
imitation_period,cooperation_increase,9.0,0.5,0.0,14.353333333333332
imitation_period,cooperation_increase,11.0,0.05,0.3333333333333333,10.840000000000002
imitation_period,cooperation_increase,11.0,0.1142857142857143,0.3333333333333333,15.506666666666666
imitation_period,cooperation_increase,11.0,0.1785714285714286,0.0,13.65
imitation_period,cooperation_increase,11.0,0.24285714285714288,0.3333333333333333,15.253333333333332
imitation_period,cooperation_increase,11.0,0.30714285714285716,0.0,16.033333333333335
imitation_period,cooperation_increase,11.0,0.37142857142857144,0.0,15.276666666666666
imitation_period,cooperation_increase,11.0,0.4357142857142858,0.0,14.966666666666667
imitation_period,cooperation_increase,11.0,0.5,0.0,16.930000000000003
imitation_period,cooperation_increase,13.0,0.05,0.0,12.496666666666664
imitation_period,cooperation_increase,13.0,0.1142857142857143,0.0,14.956666666666665
imitation_period,cooperation_increase,13.0,0.1785714285714286,0.3333333333333333,14.716666666666667
imitation_period,cooperation_increase,13.0,0.24285714285714288,0.0,14.666666666666666
imitation_period,cooperation_increase,13.0,0.30714285714285716,0.0,14.086666666666668
imitation_period,cooperation_increase,13.0,0.37142857142857144,0.3333333333333333,13.266666666666666
imitation_period,cooperation_increase,13.0,0.4357142857142858,0.0,14.986666666666665
imitation_period,cooperation_increase,13.0,0.5,0.3333333333333333,15.603333333333333
imitation_period,cooperation_increase,15.0,0.05,0.3333333333333333,12.863333333333335
imitation_period,cooperation_increase,15.0,0.1142857142857143,0.0,13.073333333333332
imitation_period,cooperation_increase,15.0,0.1785714285714286,0.0,14.459999999999999
imitation_period,cooperation_increase,15.0,0.24285714285714288,0.3333333333333333,15.006666666666666
imitation_period,cooperation_increase,15.0,0.30714285714285716,0.0,14.276666666666666
imitation_period,cooperation_increase,15.0,0.37142857142857144,0.0,16.383333333333333
imitation_period,cooperation_increase,15.0,0.4357142857142858,0.0,15.336666666666668
imitation_period,cooperation_increase,15.0,0.5,0.0,14.68
imitation_period,q,1.0,0.2,0.0,14.653333333333334
imitation_period,q,1.0,0.3142857142857143,0.6666666666666666,15.423333333333332
imitation_period,q,1.0,0.4285714285714286,0.6666666666666666,16.636666666666667
imitation_period,q,1.0,0.5428571428571429,0.3333333333333333,13.066666666666665
imitation_period,q,1.0,0.6571428571428573,0.6666666666666666,14.286666666666667
imitation_period,q,1.0,0.7714285714285716,0.0,12.003333333333332
imitation_period,q,1.0,0.8857142857142857,0.0,14.946666666666667
imitation_period,q,1.0,1.0,0.0,14.313333333333333
imitation_period,q,3.0,0.2,0.0,14.726666666666667
imitation_period,q,3.0,0.3142857142857143,0.0,14.300000000000002
imitation_period,q,3.0,0.4285714285714286,0.3333333333333333,12.793333333333335
imitation_period,q,3.0,0.5428571428571429,0.0,14.583333333333334
imitation_period,q,3.0,0.6571428571428573,0.0,14.866666666666667
imitation_period,q,3.0,0.7714285714285716,0.3333333333333333,15.213333333333333
imitation_period,q,3.0,0.8857142857142857,0.6666666666666666,13.773333333333333
imitation_period,q,3.0,1.0,0.6666666666666666,14.696666666666667
imitation_period,q,5.0,0.2,0.3333333333333333,13.886666666666665
imitation_period,q,5.0,0.3142857142857143,0.3333333333333333,13.79
imitation_period,q,5.0,0.4285714285714286,0.0,14.089999999999998
imitation_period,q,5.0,0.5428571428571429,0.0,17.653333333333332
imitation_period,q,5.0,0.6571428571428573,0.0,14.536666666666667
imitation_period,q,5.0,0.7714285714285716,0.0,13.363333333333335
imitation_period,q,5.0,0.8857142857142857,0.0,14.213333333333333
imitation_period,q,5.0,1.0,0.3333333333333333,12.76
imitation_period,q,7.0,0.2,0.0,15.90333333333333
