param1,param2,val1,val2,equilibrium_probability,mean_final_population
imitation_period,q,7.0,0.3142857142857143,0.3333333333333333,13.473333333333334
imitation_period,q,7.0,0.4285714285714286,0.0,13.86
imitation_period,q,7.0,0.5428571428571429,0.0,16.616666666666667
imitation_period,q,7.0,0.6571428571428573,0.3333333333333333,13.950000000000001
imitation_period,q,7.0,0.7714285714285716,0.0,13.37
imitation_period,q,7.0,0.8857142857142857,0.0,16.17
imitation_period,q,7.0,1.0,0.0,15.376666666666665
imitation_period,q,9.0,0.2,0.0,15.766666666666666
imitation_period,q,9.0,0.3142857142857143,0.0,14.88
imitation_period,q,9.0,0.4285714285714286,0.0,13.156666666666666
imitation_period,q,9.0,0.5428571428571429,0.0,14.17
imitation_period,q,9.0,0.6571428571428573,0.0,16.136666666666667
imitation_period,q,9.0,0.7714285714285716,0.0,12.923333333333332
imitation_period,q,9.0,0.8857142857142857,0.3333333333333333,14.9
imitation_period,q,9.0,1.0,0.0,16.233333333333334
imitation_period,q,11.0,0.2,0.6666666666666666,14.88
imitation_period,q,11.0,0.3142857142857143,0.0,12.456666666666665
imitation_period,q,11.0,0.4285714285714286,0.0,15.133333333333335
imitation_period,q,11.0,0.5428571428571429,0.0,12.9
imitation_period,q,11.0,0.6571428571428573,0.6666666666666666,14.083333333333334
imitation_period,q,11.0,0.7714285714285716,0.0,14.243333333333332
imitation_period,q,11.0,0.8857142857142857,0.0,16.116666666666667
imitation_period,q,11.0,1.0,0.0,16.286666666666665
imitation_period,q,13.0,0.2,0.0,13.476666666666667
imitation_period,q,13.0,0.3142857142857143,0.0,14.61
imitation_period,q,13.0,0.4285714285714286,0.3333333333333333,15.01
imitation_period,q,13.0,0.5428571428571429,0.3333333333333333,13.886666666666665
imitation_period,q,13.0,0.6571428571428573,0.3333333333333333,15.13
imitation_period,q,13.0,0.7714285714285716,0.3333333333333333,14.873333333333333
imitation_period,q,13.0,0.8857142857142857,0.0,13.516666666666666
imitation_period,q,13.0,1.0,0.0,15.653333333333334
imitation_period,q,15.0,0.2,0.3333333333333333,15.030000000000001
imitation_period,q,15.0,0.3142857142857143,0.0,13.69
imitation_period,q,15.0,0.4285714285714286,0.3333333333333333,14.959999999999999
imitation_period,q,15.0,0.5428571428571429,0.3333333333333333,13.926666666666668
imitation_period,q,15.0,0.6571428571428573,0.0,15.04
imitation_period,q,15.0,0.7714285714285716,0.0,14.086666666666666
imitation_period,q,15.0,0.8857142857142857,0.0,14.366666666666665
imitation_period,q,15.0,1.0,0.3333333333333333,15.773333333333332
imitation_period,trust_decrease,1.0,0.05,0.0,13.916666666666666
imitation_period,trust_decrease,1.0,0.1142857142857143,0.3333333333333333,13.229999999999999
imitation_period,trust_decrease,1.0,0.1785714285714286,0.0,14.949999999999998
imitation_period,trust_decrease,1.0,0.24285714285714288,0.0,14.403333333333334
imitation_period,trust_decrease,1.0,0.30714285714285716,0.0,13.56
imitation_period,trust_decrease,1.0,0.37142857142857144,0.3333333333333333,13.216666666666669
imitation_period,trust_decrease,1.0,0.4357142857142858,0.3333333333333333,12.936666666666666
imitation_period,trust_decrease,1.0,0.5,0.0,13.906666666666666
imitation_period,trust_decrease,3.0,0.05,0.0,13.576666666666668
imitation_period,trust_decrease,3.0,0.1142857142857143,0.0,14.19
imitation_period,trust_decrease,3.0,0.1785714285714286,0.0,14.046666666666667
imitation_period,trust_decrease,3.0,0.24285714285714288,0.3333333333333333,13.956666666666669
imitation_period,trust_decrease,3.0,0.30714285714285716,0.0,12.926666666666668
imitation_period,trust_decrease,3.0,0.37142857142857144,0.0,15.393333333333333
imitation_period,trust_decrease,3.0,0.4357142857142858,0.0,14.36
imitation_period,trust_decrease,3.0,0.5,0.0,15.986666666666666
imitation_period,trust_decrease,5.0,0.05,0.3333333333333333,15.013333333333334
imitation_period,trust_decrease,5.0,0.1142857142857143,0.0,14.660000000000002
imitation_period,trust_decrease,5.0,0.1785714285714286,0.0,13.433333333333332
imitation_period,trust_decrease,5.0,0.24285714285714288,0.3333333333333333,15.18
imitation_period,trust_decrease,5.0,0.30714285714285716,0.0,14.209999999999999
imitation_period,trust_decrease,5.0,0.37142857142857144,0.0,14.556666666666667
imitation_period,trust_decrease,5.0,0.4357142857142858,0.3333333333333333,14.660000000000002
imitation_period,trust_decrease,5.0,0.5,0.3333333333333333,15.68
imitation_period,trust_decrease,7.0,0.05,0.3333333333333333,15.906666666666668
imitation_period,trust_decrease,7.0,0.1142857142857143,0.3333333333333333,14.153333333333334
imitation_period,trust_decrease,7.0,0.1785714285714286,0.0,14.673333333333332
imitation_period,trust_decrease,7.0,0.24285714285714288,0.3333333333333333,13.873333333333335
imitation_period,trust_decrease,7.0,0.30714285714285716,0.0,14.08
imitation_period,trust_decrease,7.0,0.37142857142857144,0.3333333333333333,14.656666666666666
imitation_period,trust_decrease,7.0,0.4357142857142858,0.3333333333333333,13.873333333333335
imitation_period,trust_decrease,7.0,0.5,0.3333333333333333,14.396666666666667
imitation_period,trust_decrease,9.0,0.05,0.6666666666666666,14.726666666666667
imitation_period,trust_decrease,9.0,0.1142857142857143,0.0,14.049999999999999
imitation_period,trust_decrease,9.0,0.1785714285714286,0.0,14.586666666666666
imitation_period,trust_decrease,9.0,0.24285714285714288,0.0,12.843333333333334
imitation_period,trust_decrease,9.0,0.30714285714285716,0.0,15.493333333333332
imitation_period,trust_decrease,9.0,0.37142857142857144,0.0,14.966666666666667
imitation_period,trust_decrease,9.0,0.4357142857142858,0.0,15.99
imitation_period,trust_decrease,9.0,0.5,0.0,13.883333333333335
imitation_period,trust_decrease,11.0,0.05,0.3333333333333333,13.206666666666669
imitation_period,trust_decrease,11.0,0.1142857142857143,0.6666666666666666,15.343333333333334
imitation_period,trust_decrease,11.0,0.1785714285714286,0.3333333333333333,14.086666666666666
imitation_period,trust_decrease,11.0,0.24285714285714288,0.0,15.563333333333333
imitation_period,trust_decrease,11.0,0.30714285714285716,0.0,14.799999999999999
imitation_period,trust_decrease,11.0,0.37142857142857144,0.0,15.563333333333333
imitation_period,trust_decrease,11.0,0.4357142857142858,0.0,14.729999999999999
imitation_period,trust_decrease,11.0,0.5,0.0,14.563333333333333
imitation_period,trust_decrease,13.0,0.05,0.0,13.896666666666668
imitation_period,trust_decrease,13.0,0.1142857142857143,0.3333333333333333,14.543333333333331
imitation_period,trust_decrease,13.0,0.1785714285714286,0.0,15.233333333333334
imitation_period,trust_decrease,13.0,0.24285714285714288,0.3333333333333333,10.613333333333333
imitation_period,trust_decrease,13.0,0.30714285714285716,0.0,13.466666666666667
imitation_period,trust_decrease,13.0,0.37142857142857144,0.0,15.426666666666668
imitation_period,trust_decrease,13.0,0.4357142857142858,0.0,15.069999999999999
imitation_period,trust_decrease,13.0,0.5,0.0,13.783333333333333
imitation_period,trust_decrease,15.0,0.05,0.0,11.676666666666668
imitation_period,trust_decrease,15.0,0.1142857142857143,0.0,14.866666666666667
imitation_period,trust_decrease,15.0,0.1785714285714286,0.3333333333333333,15.806666666666667
imitation_period,trust_decrease,15.0,0.24285714285714288,0.0,15.726666666666665
imitation_period,trust_decrease,15.0,0.30714285714285716,0.0,15.39
imitation_period,trust_decrease,15.0,0.37142857142857144,0.0,13.1
imitation_period,trust_decrease,15.0,0.4357142857142858,0.0,13.65
imitation_period,trust_decrease,15.0,0.5,0.6666666666666666,13.943333333333333
cooperation_increase,q,0.05,0.2,0.3333333333333333,15.183333333333332
cooperation_increase,q,0.05,0.3142857142857143,0.3333333333333333,14.543333333333331
cooperation_increase,q,0.05,0.4285714285714286,0.0,14.743333333333334
cooperation_increase,q,0.05,0.5428571428571429,0.0,13.290000000000001
cooperation_increase,q,0.05,0.6571428571428573,0.0,14.540000000000001
cooperation_increase,q,0.05,0.7714285714285716,0.0,13.663333333333334
cooperation_increase,q,0.05,0.8857142857142857,0.3333333333333333,12.926666666666668
cooperation_increase,q,0.05,1.0,0.3333333333333333,14.223333333333334
cooperation_increase,q,0.1142857142857143,0.2,0.0,15.030000000000001
cooperation_increase,q,0.1142857142857143,0.3142857142857143,0.0,16.76666666666667
cooperation_increase,q,0.1142857142857143,0.4285714285714286,0.3333333333333333,13.466666666666667
cooperation_increase,q,0.1142857142857143,0.5428571428571429,0.3333333333333333,14.646666666666667
cooperation_increase,q,0.1142857142857143,0.6571428571428573,0.0,15.163333333333332
cooperation_increase,q,0.1142857142857143,0.7714285714285716,0.0,16.486666666666668
cooperation_increase,q,0.1142857142857143,0.8857142857142857,0.3333333333333333,13.603333333333332
cooperation_increase,q,0.1142857142857143,1.0,0.0,13.51
cooperation_increase,q,0.1785714285714286,0.2,0.0,12.553333333333335
cooperation_increase,q,0.1785714285714286,0.3142857142857143,0.0,14.51
cooperation_increase,q,0.1785714285714286,0.4285714285714286,0.0,13.473333333333334
cooperation_increase,q,0.1785714285714286,0.5428571428571429,0.3333333333333333,15.85
cooperation_increase,q,0.1785714285714286,0.6571428571428573,0.0,14.386666666666665
cooperation_increase,q,0.1785714285714286,0.7714285714285716,0.3333333333333333,14.729999999999999
cooperation_increase,q,0.1785714285714286,0.8857142857142857,0.0,16.676666666666666
cooperation_increase,q,0.1785714285714286,1.0,0.0,14.450000000000001
cooperation_increase,q,0.24285714285714288,0.2,0.0,13.173333333333332
cooperation_increase,q,0.24285714285714288,0.3142857142857143,0.3333333333333333,13.446666666666665
cooperation_increase,q,0.24285714285714288,0.4285714285714286,0.0,16.41333333333333
cooperation_increase,q,0.24285714285714288,0.5428571428571429,0.3333333333333333,14.793333333333335
cooperation_increase,q,0.24285714285714288,0.6571428571428573,0.3333333333333333,15.596666666666666
cooperation_increase,q,0.24285714285714288,0.7714285714285716,0.0,13.049999999999999
cooperation_increase,q,0.24285714285714288,0.8857142857142857,0.0,14.053333333333335
cooperation_increase,q,0.24285714285714288,1.0,0.6666666666666666,12.656666666666666
cooperation_increase,q,0.30714285714285716,0.2,0.0,14.623333333333335
cooperation_increase,q,0.30714285714285716,0.3142857142857143,0.0,12.893333333333333
cooperation_increase,q,0.30714285714285716,0.4285714285714286,0.0,14.143333333333333
cooperation_increase,q,0.30714285714285716,0.5428571428571429,0.0,14.63
cooperation_increase,q,0.30714285714285716,0.6571428571428573,0.0,14.783333333333331
cooperation_increase,q,0.30714285714285716,0.7714285714285716,0.0,13.793333333333331
cooperation_increase,q,0.30714285714285716,0.8857142857142857,0.3333333333333333,14.593333333333334
cooperation_increase,q,0.30714285714285716,1.0,0.0,14.01
cooperation_increase,q,0.37142857142857144,0.2,0.3333333333333333,15.37
cooperation_increase,q,0.37142857142857144,0.3142857142857143,0.6666666666666666,14.146666666666667
cooperation_increase,q,0.37142857142857144,0.4285714285714286,0.3333333333333333,13.893333333333333
cooperation_increase,q,0.37142857142857144,0.5428571428571429,0.0,14.653333333333334
cooperation_increase,q,0.37142857142857144,0.6571428571428573,0.0,14.280000000000001
cooperation_increase,q,0.37142857142857144,0.7714285714285716,0.0,14.76
cooperation_increase,q,0.37142857142857144,0.8857142857142857,0.3333333333333333,14.410000000000002
cooperation_increase,q,0.37142857142857144,1.0,0.0,15.916666666666666
cooperation_increase,q,0.4357142857142858,0.2,0.0,14.34666666666667
cooperation_increase,q,0.4357142857142858,0.3142857142857143,0.0,13.26
cooperation_increase,q,0.4357142857142858,0.4285714285714286,0.0,15.426666666666668
cooperation_increase,q,0.4357142857142858,0.5428571428571429,0.0,14.506666666666666
cooperation_increase,q,0.4357142857142858,0.6571428571428573,0.3333333333333333,14.660000000000002
cooperation_increase,q,0.4357142857142858,0.7714285714285716,0.0,13.363333333333335
cooperation_increase,q,0.4357142857142858,0.8857142857142857,0.3333333333333333,13.839999999999998
cooperation_increase,q,0.4357142857142858,1.0,0.3333333333333333,15.926666666666668
cooperation_increase,q,0.5,0.2,0.3333333333333333,14.776666666666666
cooperation_increase,q,0.5,0.3142857142857143,0.0,14.746666666666664
cooperation_increase,q,0.5,0.4285714285714286,0.0,12.486666666666666
cooperation_increase,q,0.5,0.5428571428571429,0.0,14.946666666666667
cooperation_increase,q,0.5,0.6571428571428573,0.3333333333333333,14.006666666666666
cooperation_increase,q,0.5,0.7714285714285716,0.0,12.796666666666667
cooperation_increase,q,0.5,0.8857142857142857,0.0,13.946666666666667
cooperation_increase,q,0.5,1.0,0.6666666666666666,13.466666666666667
cooperation_increase,trust_decrease,0.05,0.05,0.0,14.729999999999999
cooperation_increase,trust_decrease,0.05,0.1142857142857143,0.0,12.543333333333335
cooperation_increase,trust_decrease,0.05,0.1785714285714286,0.0,13.716666666666667
cooperation_increase,trust_decrease,0.05,0.24285714285714288,0.0,14.85
cooperation_increase,trust_decrease,0.05,0.30714285714285716,0.3333333333333333,15.406666666666666
cooperation_increase,trust_decrease,0.05,0.37142857142857144,0.0,14.113333333333335
cooperation_increase,trust_decrease,0.05,0.4357142857142858,0.3333333333333333,15.843333333333334
cooperation_increase,trust_decrease,0.05,0.5,0.3333333333333333,10.373333333333333
cooperation_increase,trust_decrease,0.1142857142857143,0.05,0.0,15.053333333333333
cooperation_increase,trust_decrease,0.1142857142857143,0.1142857142857143,0.0,13.479999999999999
cooperation_increase,trust_decrease,0.1142857142857143,0.1785714285714286,0.0,12.799999999999999
cooperation_increase,trust_decrease,0.1142857142857143,0.24285714285714288,0.0,14.459999999999999
cooperation_increase,trust_decrease,0.1142857142857143,0.30714285714285716,0.6666666666666666,13.436666666666667
cooperation_increase,trust_decrease,0.1142857142857143,0.37142857142857144,0.0,16.57
cooperation_increase,trust_decrease,0.1142857142857143,0.4357142857142858,0.0,14.086666666666668
cooperation_increase,trust_decrease,0.1142857142857143,0.5,0.0,13.56
cooperation_increase,trust_decrease,0.1785714285714286,0.05,0.3333333333333333,14.296666666666667
cooperation_increase,trust_decrease,0.1785714285714286,0.1142857142857143,0.0,17.063333333333333
cooperation_increase,trust_decrease,0.1785714285714286,0.1785714285714286,0.3333333333333333,15.513333333333334
cooperation_increase,trust_decrease,0.1785714285714286,0.24285714285714288,0.0,13.213333333333333
cooperation_increase,trust_decrease,0.1785714285714286,0.30714285714285716,0.0,12.589999999999998
cooperation_increase,trust_decrease,0.1785714285714286,0.37142857142857144,0.0,15.053333333333333
cooperation_increase,trust_decrease,0.1785714285714286,0.4357142857142858,0.0,15.17
cooperation_increase,trust_decrease,0.1785714285714286,0.5,0.0,14.463333333333333
cooperation_increase,trust_decrease,0.24285714285714288,0.05,0.0,14.003333333333332
cooperation_increase,trust_decrease,0.24285714285714288,0.1142857142857143,0.0,16.966666666666665
cooperation_increase,trust_decrease,0.24285714285714288,0.1785714285714286,0.6666666666666666,14.573333333333332
cooperation_increase,trust_decrease,0.24285714285714288,0.24285714285714288,0.0,13.07
cooperation_increase,trust_decrease,0.24285714285714288,0.30714285714285716,0.0,14.933333333333332
cooperation_increase,trust_decrease,0.24285714285714288,0.37142857142857144,0.0,15.406666666666668
cooperation_increase,trust_decrease,0.24285714285714288,0.4357142857142858,0.3333333333333333,13.799999999999999
cooperation_increase,trust_decrease,0.24285714285714288,0.5,0.0,13.523333333333333
cooperation_increase,trust_decrease,0.30714285714285716,0.05,0.0,13.466666666666669
cooperation_increase,trust_decrease,0.30714285714285716,0.1142857142857143,0.0,14.896666666666667
cooperation_increase,trust_decrease,0.30714285714285716,0.1785714285714286,0.6666666666666666,14.386666666666665
cooperation_increase,trust_decrease,0.30714285714285716,0.24285714285714288,0.0,16.483333333333334
cooperation_increase,trust_decrease,0.30714285714285716,0.30714285714285716,0.0,14.520000000000001
cooperation_increase,trust_decrease,0.30714285714285716,0.37142857142857144,0.0,16.916666666666668
cooperation_increase,trust_decrease,0.30714285714285716,0.4357142857142858,0.0,13.25
cooperation_increase,trust_decrease,0.30714285714285716,0.5,0.3333333333333333,14.483333333333334
cooperation_increase,trust_decrease,0.37142857142857144,0.05,0.0,14.746666666666668
cooperation_increase,trust_decrease,0.37142857142857144,0.1142857142857143,0.0,15.149999999999999
cooperation_increase,trust_decrease,0.37142857142857144,0.1785714285714286,0.0,14.013333333333334
cooperation_increase,trust_decrease,0.37142857142857144,0.24285714285714288,0.0,14.14
cooperation_increase,trust_decrease,0.37142857142857144,0.30714285714285716,0.0,13.1
cooperation_increase,trust_decrease,0.37142857142857144,0.37142857142857144,0.3333333333333333,16.283333333333335
cooperation_increase,trust_decrease,0.37142857142857144,0.4357142857142858,0.0,15.88
cooperation_increase,trust_decrease,0.37142857142857144,0.5,0.0,12.963333333333333
cooperation_increase,trust_decrease,0.4357142857142858,0.05,0.0,12.18
cooperation_increase,trust_decrease,0.4357142857142858,0.1142857142857143,0.0,14.75
cooperation_increase,trust_decrease,0.4357142857142858,0.1785714285714286,0.0,13.186666666666667
cooperation_increase,trust_decrease,0.4357142857142858,0.24285714285714288,0.3333333333333333,14.213333333333333
cooperation_increase,trust_decrease,0.4357142857142858,0.30714285714285716,0.0,14.193333333333333
cooperation_increase,trust_decrease,0.4357142857142858,0.37142857142857144,0.0,13.863333333333335
cooperation_increase,trust_decrease,0.4357142857142858,0.4357142857142858,0.0,14.233333333333334
cooperation_increase,trust_decrease,0.4357142857142858,0.5,0.0,14.280000000000001
cooperation_increase,trust_decrease,0.5,0.05,0.0,14.26
cooperation_increase,trust_decrease,0.5,0.1142857142857143,0.0,13.923333333333334
cooperation_increase,trust_decrease,0.5,0.1785714285714286,0.3333333333333333,14.519999999999998
cooperation_increase,trust_decrease,0.5,0.24285714285714288,0.0,14.82
cooperation_increase,trust_decrease,0.5,0.30714285714285716,0.3333333333333333,13.563333333333333
cooperation_increase,trust_decrease,0.5,0.37142857142857144,0.3333333333333333,15.363333333333335
cooperation_increase,trust_decrease,0.5,0.4357142857142858,0.0,15.243333333333334
cooperation_increase,trust_decrease,0.5,0.5,0.3333333333333333,13.986666666666666
q,trust_decrease,0.2,0.05,0.0,16.22666666666667
q,trust_decrease,0.2,0.1142857142857143,0.3333333333333333,16.506666666666668
q,trust_decrease,0.2,0.1785714285714286,0.6666666666666666,14.363333333333335
q,trust_decrease,0.2,0.24285714285714288,0.6666666666666666,17.04
q,trust_decrease,0.2,0.30714285714285716,0.0,14.486666666666666
q,trust_decrease,0.2,0.37142857142857144,0.3333333333333333,13.333333333333334
q,trust_decrease,0.2,0.4357142857142858,0.3333333333333333,14.323333333333332
q,trust_decrease,0.2,0.5,0.3333333333333333,14.876666666666665
q,trust_decrease,0.3142857142857143,0.05,0.0,13.383333333333333
q,trust_decrease,0.3142857142857143,0.1142857142857143,0.3333333333333333,12.606666666666667
q,trust_decrease,0.3142857142857143,0.1785714285714286,0.0,14.233333333333334
q,trust_decrease,0.3142857142857143,0.24285714285714288,0.6666666666666666,13.976666666666667
q,trust_decrease,0.3142857142857143,0.30714285714285716,0.3333333333333333,14.573333333333332
q,trust_decrease,0.3142857142857143,0.37142857142857144,0.0,13.44
q,trust_decrease,0.3142857142857143,0.4357142857142858,0.3333333333333333,13.823333333333332
q,trust_decrease,0.3142857142857143,0.5,0.3333333333333333,15.486666666666666
q,trust_decrease,0.4285714285714286,0.05,0.3333333333333333,13.19
q,trust_decrease,0.4285714285714286,0.1142857142857143,0.0,14.32
q,trust_decrease,0.4285714285714286,0.1785714285714286,0.3333333333333333,15.443333333333333
q,trust_decrease,0.4285714285714286,0.24285714285714288,0.0,15.183333333333332
q,trust_decrease,0.4285714285714286,0.30714285714285716,0.0,13.633333333333335
q,trust_decrease,0.4285714285714286,0.37142857142857144,0.0,14.813333333333333
q,trust_decrease,0.4285714285714286,0.4357142857142858,0.0,14.309999999999997
q,trust_decrease,0.4285714285714286,0.5,0.0,13.656666666666666
q,trust_decrease,0.5428571428571429,0.05,0.0,12.833333333333334
q,trust_decrease,0.5428571428571429,0.1142857142857143,0.3333333333333333,14.09666666666667
q,trust_decrease,0.5428571428571429,0.1785714285714286,0.6666666666666666,13.856666666666667
q,trust_decrease,0.5428571428571429,0.24285714285714288,0.6666666666666666,13.603333333333333
q,trust_decrease,0.5428571428571429,0.30714285714285716,0.0,14.806666666666667
q,trust_decrease,0.5428571428571429,0.37142857142857144,0.0,12.643333333333333
q,trust_decrease,0.5428571428571429,0.4357142857142858,0.0,15.416666666666666
q,trust_decrease,0.5428571428571429,0.5,0.0,13.99
q,trust_decrease,0.6571428571428573,0.05,0.3333333333333333,13.713333333333333
q,trust_decrease,0.6571428571428573,0.1142857142857143,0.0,15.670000000000002
q,trust_decrease,0.6571428571428573,0.1785714285714286,0.0,14.983333333333334
q,trust_decrease,0.6571428571428573,0.24285714285714288,0.3333333333333333,15.14
q,trust_decrease,0.6571428571428573,0.30714285714285716,0.0,14.33
q,trust_decrease,0.6571428571428573,0.37142857142857144,0.3333333333333333,15.946666666666665
q,trust_decrease,0.6571428571428573,0.4357142857142858,0.3333333333333333,13.756666666666668
q,trust_decrease,0.6571428571428573,0.5,0.0,14.516666666666666
q,trust_decrease,0.7714285714285716,0.05,0.3333333333333333,13.633333333333335
q,trust_decrease,0.7714285714285716,0.1142857142857143,0.0,14.530000000000001
q,trust_decrease,0.7714285714285716,0.1785714285714286,0.0,13.786666666666667
q,trust_decrease,0.7714285714285716,0.24285714285714288,0.0,14.113333333333335
q,trust_decrease,0.7714285714285716,0.30714285714285716,0.3333333333333333,13.886666666666668
q,trust_decrease,0.7714285714285716,0.37142857142857144,0.0,14.613333333333335
q,trust_decrease,0.7714285714285716,0.4357142857142858,0.0,15.126666666666665
q,trust_decrease,0.7714285714285716,0.5,0.0,15.113333333333335
q,trust_decrease,0.8857142857142857,0.05,0.3333333333333333,12.24
q,trust_decrease,0.8857142857142857,0.1142857142857143,0.3333333333333333,14.12
q,trust_decrease,0.8857142857142857,0.1785714285714286,0.0,13.056666666666667
q,trust_decrease,0.8857142857142857,0.24285714285714288,0.0,13.219999999999999
q,trust_decrease,0.8857142857142857,0.30714285714285716,0.0,14.74
q,trust_decrease,0.8857142857142857,0.37142857142857144,1.0,14.389999999999999
q,trust_decrease,0.8857142857142857,0.4357142857142858,0.3333333333333333,14.479999999999999
q,trust_decrease,0.8857142857142857,0.5,0.6666666666666666,15.823333333333332
q,trust_decrease,1.0,0.05,0.3333333333333333,14.883333333333333
q,trust_decrease,1.0,0.1142857142857143,0.0,13.589999999999998
q,trust_decrease,1.0,0.1785714285714286,0.3333333333333333,14.810000000000002
q,trust_decrease,1.0,0.24285714285714288,0.0,14.343333333333334
q,trust_decrease,1.0,0.30714285714285716,0.3333333333333333,14.94
q,trust_decrease,1.0,0.37142857142857144,0.0,14.729999999999999
q,trust_decrease,1.0,0.4357142857142858,0.3333333333333333,14.24
q,trust_decrease,1.0,0.5,0.3333333333333333,14.393333333333333
